clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness,kurtosis,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
85,37,8,31,152.868,2922.21,-2.05816,-0.0339908,0.386941,0.715136,0.154681,2.05845,2.05831,0.155078,0.0326938,0.910052,0.910115,0.000630214,-0.271092,-1.4472,0,0.865208,501.045,1,-0.000138096,-2.78011e-10,-95.7268,-217.952,0.539488,5.84041,0.539488,-0.442777,426.924,1,1
86,37,9,20,152.868,1487.91,-2.124,-1.13375,0.30499,0.633852,0.168297,2.40765,2.40753,0.168791,0.0508748,1.21239,1.21084,0.561283,0.484397,-1.6281,-0.939984,0.313675,208.52,1,-0.000138096,-2.78011e-10,32.1028,-318.925,0.539488,5.84041,0.539488,-0.442777,426.924,1,1
87,38,3,12,43.9614,215.282,1.90387,2.64064,0.263821,0.754362,0.1716,3.25541,3.2555,0.174236,0.133818,2.3537,2.35583,1.51442,-2.01184,2.1708,3.13328,-0.0746176,377.143,1,-0.000148806,-2.90791e-10,-37.3441,490.149,0.586605,5.32706,0.586605,-0.956127,404.434,1,1
88,38,4,12,43.9614,251.102,-2.58285,1.46275,0.362259,0.553305,0.161593,2.96829,2.96816,0.161606,0.0118318,0.22981,0.228395,-0.571639,-0.113711,-2.1708,1.25331,0.388429,123.749,1,-0.000148806,-2.90791e-10,-408.633,-1.19074,0.586605,5.32706,0.586605,-0.956127,404.434,1,1
89,38,8,14,43.9614,610.403,-1.51429,-1.30861,0.401504,0.604471,0.125983,2.00139,2.00128,0.125993,0.00527418,0.148212,0.150998,0.859666,-0.0566107,-1.4472,-1.25331,0.493171,195.777,1,-0.000148806,-2.90791e-10,-44.9315,-268.918,0.586605,5.32706,0.586605,-0.956127,404.434,1,1
90,39,4,8,49.948,114.744,3.24657,0.808106,0.341674,0.440289,0.176282,3.34563,3.34578,0.1772,0.149387,2.55843,2.55908,0.296896,-1.29175,3.4371,0.939984,-0.40337,38.0258,0,-0.000157483,-2.99476e-10,349.87,421.445,0.625884,5.31405,0.625884,-0.969137,365.687,1,1
91,39,5,14,49.948,352.187,-0.617649,2.34943,0.288134,0.697566,0.130754,2.42926,2.42922,0.130999,0.0284118,0.673731,0.670139,-3.99425,-0.975251,-0.5427,2.19329,0.0323967,275.874,1,-0.000157483,-2.99476e-10,-321.063,299.668,0.625884,5.31405,0.625884,-0.969137,365.687,1,1
92,40,8,13,26.2017,1289.43,0.68514,-0.590628,0.643237,0.367603,0.125948,0.904576,0.904707,0.127135,0.0454216,2.87069,2.87779,-0.953414,0.519018,0.7236,-0.626656,1.06666,48.3371,0,-0.000171862,-3.1009e-10,17.7918,101.929,0.693588,6.95607,0.693588,0.672883,434.54,1,1
93,41,2,16,51.3644,1772.38,0.0952811,1.26738,0.531547,0.470282,0.129896,1.27096,1.27097,0.131521,0.0579524,2.60733,2.61342,33.8521,-16.2362,0.1809,0.939984,1.05211,114.135,0,-0.000135416,-2.74487e-10,-199.333,43.9639,0.527909,6.12379,0.527909,-0.159397,363.303,1,1
94,41,5,16,51.3644,801.326,1.70032,0.415226,0.530431,0.562736,0.127211,1.75028,1.75042,0.128706,0.0624691,2.04626,2.04521,0.206672,0.529164,1.2663,0.313328,0.717704,154.548,0,-0.000135416,-2.74487e-10,-32.1074,247.524,0.527909,6.12379,0.527909,-0.159397,363.303,1,1
95,42,1,8,26.9672,687.416,-1.10224,-0.421835,0.573952,0.360157,0.105196,1.1802,1.18005,0.105238,0.0102206,0.498936,0.496254,0.392726,0.0915528,-0.9045,-0.313328,0.55754,26.4727,0,-0.000154578,-2.96747e-10,185.46,-35.375,0.612611,7.2333,0.612611,0.950113,371.183,1,1
96,42,5,13,26.9672,496.32,-0.773112,-1.32489,0.496327,0.47946,0.136795,1.53396,1.53388,0.137462,0.0451465,1.68163,1.68662,1.60367,-0.705429,-0.7236,-1.25331,0.520865,88.1258,0,-0.000154578,-2.96747e-10,235.4,134.982,0.612611,7.2333,0.612611,0.950113,371.183,1,1
97,43,1,33,179.724,3897.83,-1.25963,-1.11647,0.372218,0.618725,0.170811,1.68321,1.6831,0.170848,0.0100651,0.33933,0.342637,0.875827,-0.109879,-0.9045,-0.939984,0.888997,281.025,1,-0.000146462,-2.88177e-10,-42.8623,-223.919,0.576168,5.29679,0.576168,-0.986397,413.899,1,1
98,43,2,14,179.724,375.569,-3.28346,0.581232,0.314217,0.608844,0.146404,3.3345,3.33436,0.146448,0.020237,0.348181,0.347743,-0.183292,-0.17082,-3.618,0.626656,-0.228681,181.399,1,-0.000146462,-2.88177e-10,-487.868,-185.236,0.576168,5.29679,0.576168,-0.986397,413.899,1,1
99,43,5,7,179.724,135.233,-2.05444,2.46074,0.485702,0.351814,0.135012,3.20561,3.20552,0.14254,0.451016,8.09035,8.08834,-1.61486,-7.10534,-2.1708,2.50662,-0.332626,17.3153,0,-0.000146462,-2.88177e-10,-636.625,242.879,0.576168,5.29679,0.576168,-0.986397,413.899,1,1
100,44,3,10,50.7722,202.33,-0.954162,2.95346,0.384426,0.602405,0.121678,3.10377,3.10371,0.121698,0.011761,0.220032,0.217113,-3.13647,-0.325363,-0.9045,2.81995,0.084201,182.616,1,-0.000166192,-3.0651e-10,-476.479,265.891,0.666462,5.52668,0.666462,-0.756507,404.868,1,1
101,44,9,19,50.7722,2128.65,1.12978,-0.375686,0.614237,0.472984,0.122222,1.1906,1.19076,0.122319,0.0127113,0.614163,0.611639,-0.320669,-0.111129,0.9045,-0.313328,1.45895,152.212,1,-0.000166192,-3.0651e-10,160.18,74.5779,0.666462,5.52668,0.666462,-0.756507,404.868,1,1
102,45,2,13,81.7944,360.451,2.04392,-2.01946,0.310619,0.64181,0.131673,2.87329,2.87318,0.138334,0.193972,3.87336,3.87106,-1.13142,2.43022,1.809,-1.87997,0.424181,242.166,1,0.000163947,-3.66372e-10,232.689,408.021,0.56956,6.62582,0.56956,0.342643,402.706,1,1
103,45,6,28,81.7944,4789.21,0.867094,-0.504486,0.5572,0.465538,0.150662,1.00317,1.00303,0.150747,0.0115568,0.655458,0.660168,-0.5666,-0.10937,0.5427,-0.313328,1.76236,193.873,1,0.000163947,-3.66372e-10,27.7902,110.314,0.56956,6.62582,0.56956,0.342643,402.706,1,1
104,45,7,19,81.7944,2330.28,1.03531,-0.980783,0.565134,0.516134,0.120242,1.42611,1.42599,0.120257,0.00551678,0.226193,0.221662,-0.954854,0.064547,0.7236,-0.626656,1.16546,185.952,0,0.000163947,-3.66372e-10,97.6557,181.195,0.56956,6.62582,0.56956,0.342643,402.706,1,1
105,46,0,16,60.1739,564.765,2.2745,0.317345,0.355026,0.625087,0.151896,2.29653,2.29668,0.153041,0.070783,1.76662,1.76612,0.108214,0.59048,1.6281,0.313328,0.335213,191.244,0,-0.000144547,-2.85967e-10,-113.848,285.054,0.567699,6.49342,0.567699,0.210233,385.43,1,1
106,46,1,6,60.1739,105.304,-0.491385,-2.75624,0.512374,0.311622,0.147129,2.7997,2.79967,0.147158,0.0293507,0.597765,0.600677,5.28916,-1.3037,-0.5427,-2.81995,-0.291667,10.9722,0,-0.000144547,-2.85967e-10,579.532,24.6986,0.567699,6.49342,0.567699,0.210233,385.43,1,1
107,47,3,24,117.902,1098.62,1.83292,-1.4686,0.350966,0.637082,0.159682,2.3487,2.34881,0.159684,0.00305922,0.0723591,0.074625,-0.803307,0.0315481,1.4472,-1.25331,0.558169,264.557,1,-0.000148562,-2.90524e-10,-26.5566,336.588,0.585512,7.11383,0.585512,0.830643,414.037,1,1
108,47,4,23,117.902,1109.6,0.885347,2.45461,0.328797,0.74714,0.1688,2.6094,2.60945,0.168838,0.0129277,0.280786,0.283855,2.81565,-0.316825,0.7236,1.87997,0.567872,448.769,1,-0.000148562,-2.90524e-10,-340.664,-200.144,0.585512,7.11383,0.585512,0.830643,414.037,1,1
109,47,5,12,117.902,345.027,2.01364,2.46705,0.309016,0.600249,0.137262,3.18451,3.1846,0.137262,0.000871197,0.0177448,0.0156741,1.22439,0.0129282,2.1708,2.50662,0.226427,185.929,0,-0.000148562,-2.90524e-10,-531.121,-125.889,0.585512,7.11383,0.585512,0.830643,414.037,1,1
110,47,6,22,117.902,1774.77,1.98151,0.415619,0.389574,0.625043,0.149902,2.02463,2.02477,0.150646,0.0499153,1.41348,1.41261,0.184121,0.421075,1.6281,0.313328,0.595255,239.131,1,-0.000148562,-2.90524e-10,-231.352,120.508,0.585512,7.11383,0.585512,0.830643,414.037,1,1
111,47,9,27,117.902,4086.34,1.04163,0.968199,0.587627,0.578744,0.135995,1.42212,1.42222,0.137183,0.0455443,1.83104,1.83511,0.990913,-0.530432,0.7236,0.626656,1.4214,321.058,0,-0.000148562,-2.90524e-10,-193.81,-19.7672,0.585512,7.11383,0.585512,0.830643,414.037,1,1
112,48,2,9,25.2209,368.418,-1.62357,0.3684,0.667516,0.394719,0.0989863,1.66484,1.66501,0.10068,0.0801201,2.75943,2.75813,-0.176776,0.674896,-1.6281,0.313328,0.678072,40.1163,0,0.000170405,-3.74478e-10,23.6629,-263.067,0.594991,6.63022,0.594991,0.347043,345.014,1,1
113,48,8,11,25.2209,916.9,0.511456,-0.443299,0.603684,0.279834,0.142378,0.676831,0.676702,0.146419,0.0959646,8.14327,8.15272,-0.643801,-0.945463,0.5427,-0.313328,0.702523,12.2244,0,0.000170405,-3.74478e-10,40.8875,82.6586,0.594991,6.63022,0.594991,0.347043,345.014,1,1
114,49,4,10,34.1423,162.76,0.964955,-2.25931,0.349724,0.480353,0.171806,2.45675,2.45682,0.172401,0.078374,1.83159,1.82808,-2.14852,-1.543,0.7236,-1.87997,-0.0123424,57.9208,0,-0.000163776,-3.04738e-10,335.258,306.545,0.655079,6.70026,0.655079,0.417073,403.778,1,1
115,50,1,12,47.1612,307.957,2.20425,0.611324,0.413285,0.480364,0.158063,2.28745,2.28761,0.158155,0.0272754,0.684235,0.683159,0.26452,0.234295,2.1708,0.626656,0.391762,70.1768,0,-0.000160796,-3.02363e-10,190.662,315.149,0.641175,5.41627,0.641175,-0.866917,362.034,1,1
116,50,2,12,47.1612,317.968,0.453879,2.28867,0.400823,0.514494,0.135589,2.33325,2.33328,0.135637,0.0169145,0.419228,0.415355,4.85599,0.701833,0.3618,1.87997,0.333773,106.328,0,-0.000160796,-3.02363e-10,-247.163,401.996,0.641175,5.41627,0.641175,-0.866917,362.034,1,1
117,50,5,14,47.1612,1035.04,-0.677158,-1.21879,0.602685,0.445687,0.106403,1.39427,1.39419,0.106669,0.0242779,1.00356,0.99778,1.87654,0.430558,-0.5427,-0.939984,0.9295,87.1438,0,-0.000160796,-3.02363e-10,71.1267,-237.409,0.641175,5.41627,0.641175,-0.866917,362.034,1,1
118,50,9,10,47.1612,221.041,-1.66347,-1.83431,0.375464,0.455373,0.144449,2.47626,2.47615,0.144488,0.0193564,0.45065,0.447894,1.12028,0.242514,-1.809,-1.87997,-0.0957232,57.0416,1,-0.000160796,-3.02363e-10,29.5074,-462.156,0.641175,5.41627,0.641175,-0.866917,362.034,1,1
119,51,1,14,181.126,789.251,2.39949,-0.0733213,0.381202,0.575018,0.130931,2.40061,2.40078,0.130999,0.0181289,0.432533,0.432658,-0.0381152,0.150377,2.1708,0,0.214306,154.164,1,-0.000172694,-3.10542e-10,-296.272,284.543,0.697618,7.12555,0.697618,0.842363,358.918,1,1
120,51,3,14,181.126,478.76,1.22058,2.76584,0.399177,0.637481,0.106555,3.02319,3.02326,0.109018,0.110848,2.10422,2.10122,2.05793,2.10596,1.0854,2.50662,0.186024,237.067,0,-0.000172694,-3.10542e-10,-581.902,-322.903,0.697618,7.12555,0.697618,0.842363,358.918,1,1
121,51,6,7,181.126,140.691,-2.78524,-1.74577,0.518292,0.381284,0.148619,3.28713,3.28699,0.151739,0.286574,5.00006,5.00165,0.511266,-2.66806,-2.8944,-1.87997,-0.358605,25.6382,0,-0.000172694,-3.10542e-10,729.507,-41.1652,0.697618,7.12555,0.697618,0.842363,358.918,1,1
122,52,4,32,181.372,9749.83,1.02052,0.359733,0.653226,0.435405,0.134417,1.08207,1.0819,0.1371,0.0705106,3.7337,3.73677,0.280782,0.606869,0.9045,0.313328,1.81355,152.677,0,0.000174389,-3.79057e-10,-128.139,47.5819,0.610904,7.07723,0.610904,0.794053,392.853,1,1
123,53,2,30,83.2908,2653.11,0.115328,1.80238,0.389901,0.723945,0.160009,1.80607,1.80608,0.160408,0.0289088,0.921844,0.917138,12.4751,3.01535,0,1.25331,0.993673,546.725,0,-0.000148645,-2.90613e-10,-219.45,32.8202,0.585883,6.18733,0.585883,-0.0958573,461.158,1,1
124,53,5,15,83.2908,451.286,0.635487,2.94084,0.291465,0.654865,0.144715,3.00872,3.00875,0.145621,0.0763936,1.45769,1.45492,4.11738,2.68904,0.7236,3.13328,-0.0941308,240.797,0,-0.000148645,-2.90613e-10,-425.988,121.175,0.585883,6.18733,0.585883,-0.0958573,461.158,1,1
125,53,9,42,83.2908,6828.07,-0.92367,-0.153508,0.400991,0.528603,0.199405,0.936339,0.936192,0.20109,0.04968,3.04338,3.04189,0.221316,0.422181,-0.7236,0,1.31373,226.082,1,-0.000148645,-2.90613e-10,5.512,-67.313,0.585883,6.18733,0.585883,-0.0958573,461.158,1,1
126,54,2,10,35.9293,211.905,1.82793,2.22141,0.310913,0.624701,0.110678,2.8768,2.87669,0.111137,0.0472013,0.937378,0.940164,1.17552,0.602272,1.4472,1.87997,-0.00586358,196.286,0,0.000181135,-3.86034e-10,-236.441,344.984,0.638258,5.9002,0.638258,-0.382977,474.95,1,1
127,54,5,6,35.9293,92.455,2.8973,-0.826697,0.475334,0.468281,0.11064,3.01293,3.01276,0.117557,0.263046,5.00986,5.00891,-0.382565,2.33588,3.0753,-0.939984,-0.346655,45.8818,1,0.000181135,-3.86034e-10,288.219,330.155,0.638258,5.9002,0.638258,-0.382977,474.95,1,1
128,55,7,10,26.3814,228.783,0.514073,-2.30643,0.437152,0.494747,0.136425,2.36303,2.36299,0.142534,0.205118,4.97593,4.97979,-3.1637,-5.63899,0.3618,-1.87997,0.350969,74.139,0,0.000163065,-3.65199e-10,388.61,-131.849,0.566117,5.77412,0.566117,-0.509057,377.881,1,1
129,55,9,8,26.3814,186.247,2.14606,0.792614,0.394465,0.414989,0.133761,2.28775,2.28759,0.13458,0.0863046,2.16071,2.16212,0.327049,0.752485,1.809,0.626656,0.174705,38.5541,0,0.000163065,-3.65199e-10,31.0643,348.511,0.566117,5.77412,0.566117,-0.509057,377.881,1,1
130,56,5,9,36.2126,209.859,-0.464296,-2.11586,0.505716,0.44272,0.150844,2.1662,2.16616,0.152503,0.116744,3.09375,3.08942,6.11811,6.00959,-0.3618,-1.87997,0.602536,54.7627,0,-0.000167534,-3.07432e-10,440.061,62.5249,0.672827,6.59102,0.672827,0.307833,397.147,1,1
131,57,0,33,89.4704,2568.94,0.024403,-1.95236,0.407473,0.716268,0.170752,1.95251,1.95251,0.172238,0.0633551,1.85485,1.85947,-22.2707,-11.6823,0,-1.25331,0.954908,519.549,0,0.000157381,-3.57313e-10,195.682,-117.025,0.544118,5.74146,0.544118,-0.541717,483.578,1,1
132,57,2,37,89.4704,6602.42,-1.00342,0.885028,0.605683,0.59817,0.139154,1.33795,1.33807,0.139197,0.00791241,0.334351,0.338809,-0.892443,-0.086772,-0.7236,0.626656,1.82074,497.507,1,0.000157381,-3.57313e-10,-145.227,-33.0025,0.544118,5.74146,0.544118,-0.541717,483.578,1,1
133,57,5,11,89.4704,323.53,-1.96693,-2.30933,0.435762,0.474531,0.139309,3.03344,3.03355,0.139537,0.0533592,1.01013,1.00787,1.13299,-0.670097,-2.1708,-2.50662,-0.496426,65.91,1,0.000157381,-3.57313e-10,165.29,-401.559,0.544118,5.74146,0.544118,-0.541717,483.578,1,1
134,57,7,8,89.4704,271.43,-1.83458,-2.37956,0.403809,0.451185,0.117319,3.00466,3.00475,0.118709,0.124909,2.38488,2.3825,1.19107,-1.61232,-1.6281,-2.19329,-0.253547,50.8319,0,0.000157381,-3.57313e-10,197.891,-417.129,0.544118,5.74146,0.544118,-0.541717,483.578,1,1
135,58,8,7,27.4645,243.997,0.11224,1.72864,0.544261,0.376574,0.11905,1.73228,1.73227,0.119204,0.0294137,0.966615,0.972923,12.2112,2.96887,0.1809,1.56664,0.443159,24.9401,0,0.000191135,-3.94423e-10,-361.33,-115.228,0.679865,6.64539,0.679865,0.362213,329.08,1,1
136,59,0,4,42.7386,79.81,1.24394,-2.15456,0.656021,0.386866,1.32851e-06,2.48787,2.48796,2.18008e-05,0.000139942,0.00014589,0.00322275,-1.73204,-0.000105054,1.4472,-2.50662,-0.481901,24.8626,0,-0.000168906,-3.08325e-10,619.824,158.62,0.67937,6.12524,0.67937,-0.157947,339.65,1,1
137,59,4,10,42.7386,374.467,-1.70124,0.670882,0.530025,0.460186,0.116075,1.82874,1.82859,0.122432,0.159894,5.01449,5.01643,-0.296351,1.3824,-1.4472,0.626656,0.396083,62.3334,1,-0.000168906,-3.08325e-10,-198.441,-259.609,0.67937,6.12524,0.67937,-0.157947,339.65,1,1
138,60,4,10,111.014,197.063,2.31158,-2.71054,0.360276,0.533909,0.137199,3.56237,3.56225,0.147543,0.37468,6.03984,6.03759,-1.45948,5.49878,2.3517,-2.81995,-0.110464,88.4323,1,0.000184217,-3.88877e-10,672.975,-70.4191,0.65094,5.59533,0.65094,-0.687847,388.399,1,1
139,60,6,11,111.014,236.654,-2.77532,1.92546,0.37101,0.460429,0.156893,3.37784,3.37799,0.160951,0.280262,4.76091,4.75913,-0.577145,2.68405,-2.8944,1.87997,-0.0575168,49.3981,1,0.000184217,-3.88877e-10,-591.631,-99.3636,0.65094,5.59533,0.65094,-0.687847,388.399,1,1
140,61,7,6,24.7627,101.717,-0.564668,2.14073,0.509168,0.367623,0.1115,2.21395,2.214,0.117059,0.225275,5.83545,5.83998,-6.35605,-12.0093,-0.5427,2.19329,0.109419,21.3871,0,0.000181003,-3.85907e-10,-410.718,-280.754,0.637718,6.66845,0.637718,0.385273,320.072,1,1
141,62,0,9,111.694,217.811,-2.37529,-1.46929,0.350643,0.507468,0.123119,2.793,2.79316,0.123492,0.0544115,1.11823,1.11621,0.591906,-0.525205,-2.1708,-1.25331,0.0541232,81.8219,1,0.000187547,-3.91694e-10,466.948,-316.721,0.664782,6.59263,0.664782,0.309453,370.875,1,1
142,62,1,17,111.694,972.15,-1.19516,1.68352,0.276503,0.524338,0.169405,2.06462,2.06473,0.170647,0.0855214,2.37812,2.37388,-1.29153,1.16032,-0.9045,1.56664,0.343371,108.623,0,0.000187547,-3.91694e-10,-253.153,-268.681,0.664782,6.59263,0.664782,0.309453,370.875,1,1
143,62,2,15,111.694,712.312,1.40333,1.99599,0.319485,0.591132,0.155883,2.43994,2.43983,0.156375,0.0530082,1.24852,1.24491,1.49032,-0.791169,1.4472,1.87997,0.4266,173.832,0,0.000187547,-3.91694e-10,-431.334,85.1144,0.664782,6.59263,0.664782,0.309453,370.875,1,1
144,62,3,15,111.694,1637.18,-1.19129,0.940302,0.480249,0.46889,0.132423,1.51768,1.51783,0.133763,0.0637306,2.40206,2.40644,-0.859725,-0.695556,-1.2663,0.939984,0.836257,93.3623,1,0.000187547,-3.91694e-10,-117.549,-229.847,0.664782,6.59263,0.664782,0.309453,370.875,1,1
145,62,5,14,111.694,383.083,-2.37562,-1.30935,0.309821,0.554073,0.149533,2.71256,2.71272,0.151473,0.122843,2.59356,2.59548,0.611728,1.19312,-2.1708,-1.25331,0.0728632,116.522,1,0.000187547,-3.91694e-10,403.373,-310.273,0.664782,6.59263,0.664782,0.309453,370.875,1,1
146,62,7,12,111.694,291.731,-0.489167,-3.12622,0.356078,0.513404,0.143543,3.16426,3.16429,0.14377,0.0518167,0.941644,0.938289,5.76852,-2.52443,-0.5427,-3.4466,-0.106247,81.2356,0,0.000187547,-3.91694e-10,692.329,134.636,0.664782,6.59263,0.664782,0.309453,370.875,1,1
147,63,1,13,102.863,618.657,-2.01397,-1.72866,0.339632,0.518572,0.153279,2.65411,2.65401,0.153987,0.0790425,1.70856,1.70665,0.911502,0.887854,-2.1708,-1.87997,-0.188849,91.3875,1,-0.000136151,-2.75464e-10,106.388,-322.506,0.531075,5.8285,0.531075,-0.454687,502.049,1,1
148,64,3,25,85.7157,1566.54,0.99326,1.6915,0.418125,0.686466,0.148138,1.96157,1.96149,0.148323,0.0216666,0.629067,0.632901,1.66094,0.346212,0.7236,1.25331,0.828715,386.296,0,0.000152205,-3.4963e-10,-115.537,244.476,0.524338,5.64395,0.524338,-0.639227,386.912,1,1
149,64,5,24,85.7157,2659.19,0.678157,1.28105,0.505508,0.567864,0.146271,1.44948,1.44941,0.147345,0.0469019,1.85969,1.85438,2.04704,-0.888603,0.5427,0.939984,1.19157,264.753,0,0.000152205,-3.4963e-10,-103.82,178.336,0.524338,5.64395,0.524338,-0.639227,386.912,1,1
150,64,8,8,85.7157,157.481,-3.33751,0.645044,0.400804,0.517038,0.116464,3.39927,3.39942,0.117063,0.0797804,1.34528,1.34479,-0.16902,0.671125,-3.2562,0.626656,-0.0738044,72.7312,1,0.000152205,-3.4963e-10,-398.096,-345.001,0.524338,5.64395,0.524338,-0.639227,386.912,1,1
151,64,9,7,85.7157,180.451,-2.00555,2.38318,0.474511,0.398279,0.113764,3.11477,3.11487,0.114238,0.084833,1.56278,1.56064,-1.12455,1.05998,-2.1708,2.50662,-0.18706,29.8902,0,0.000152205,-3.4963e-10,-547.96,3.70387,0.524338,5.64395,0.524338,-0.639227,386.912,1,1
152,65,2,5,74.6918,105.758,2.47845,-2.95174,0.565631,0.41725,0.101192,3.85428,3.85417,0.105805,0.294196,4.37969,4.37775,-1.39478,4.18857,2.1708,-2.50662,-0.190356,25.4722,1,0.000170074,-3.74084e-10,165.523,503.158,0.593677,6.91634,0.593677,0.633163,582.1,1,1
153,65,5,10,74.6918,271.378,2.09879,2.20561,0.376468,0.409567,0.17545,3.04461,3.04449,0.17963,0.31696,5.97818,5.97586,1.29851,-4.30929,1.809,1.87997,-0.243291,32.6042,0,0.000170074,-3.74084e-10,-382.906,13.5858,0.593677,6.91634,0.593677,0.633163,582.1,1,1
154,65,6,19,74.6918,1147.5,-1.74542,-1.75397,0.32354,0.635954,0.155847,2.47445,2.47457,0.155879,0.0125618,0.293647,0.290856,0.99465,-0.148315,-1.6281,-1.56664,0.0862177,192.49,1,0.000170074,-3.74084e-10,266.511,-16.5349,0.593677,6.91634,0.593677,0.633163,582.1,1,1
155,66,1,12,189.086,441.84,0.518067,3.20368,0.357322,0.462201,0.155602,3.2453,3.24532,0.1558,0.0585051,1.03542,1.03296,5.54599,2.74035,0.5427,3.4466,0.262191,55.1667,0,-0.00014155,-2.82364e-10,-513.363,228.48,0.554532,5.99928,0.554532,-0.283907,414.546,1,1
156,66,3,17,189.086,1053.49,-0.131381,-2.76328,0.339812,0.621176,0.141924,2.7664,2.7664,0.146158,0.15975,3.3134,3.31047,-96.894,-128.469,-0.1809,-2.19329,-0.323088,203.008,0,-0.00014155,-2.82364e-10,430.69,-147.058,0.554532,5.99928,0.554532,-0.283907,414.546,1,1
157,66,5,15,189.086,586.578,-0.657463,3.17486,0.305279,0.59372,0.145567,3.24222,3.24219,0.145896,0.0551804,0.972741,0.97519,-4.44734,2.08046,-0.5427,2.81995,-0.174613,161.251,1,-0.00014155,-2.82364e-10,-545.806,60.4815,0.554532,5.99928,0.554532,-0.283907,414.546,1,1
158,66,9,10,189.086,314.256,-2.94238,1.45327,0.433666,0.530509,0.11808,3.2817,3.28157,0.120815,0.162177,2.83383,2.83273,-0.557028,-1.53995,-2.5326,1.25331,-0.0845801,92.4663,1,-0.00014155,-2.82364e-10,-390.164,-376.944,0.554532,5.99928,0.554532,-0.283907,414.546,1,1
159,67,7,6,29.9135,80.523,-2.82784,-0.358952,0.385505,0.489503,0.102635,2.85053,2.85038,0.104452,0.115505,2.32204,2.32241,0.0859434,-0.961179,-3.0753,-0.313328,-0.373314,58.9743,0,-0.000146724,-2.88476e-10,180.899,-396.836,0.577332,6.55087,0.577332,0.267683,412.396,1,1
160,68,6,11,177.81,333.459,1.11127,-2.8527,0.389679,0.42219,0.156904,3.0615,3.06144,0.161761,0.307312,5.76416,5.76113,-3.6012,9.52895,1.0854,-3.13328,-0.312091,43.0142,0,0.000173852,-3.78459e-10,390.907,407.873,0.608747,6.77735,0.608747,0.494173,478.714,1,1
161,68,8,19,177.81,1535.21,2.55567,-0.314237,0.344756,0.551979,0.14894,2.57492,2.57475,0.150306,0.0979328,2.17935,2.17982,-0.0845058,-0.814819,2.3517,-0.313328,0.0263514,118.778,1,0.000173852,-3.78459e-10,-111.158,296.723,0.608747,6.77735,0.608747,0.494173,478.714,1,1
162,69,3,8,22.2082,408.993,-0.135071,-1.23275,0.636972,0.38586,0.107397,1.24013,1.24011,0.109843,0.0771408,3.57412,3.56638,21.373,13.7159,-0.1809,-0.939984,0.850395,39.9581,0,-0.000168387,-3.07995e-10,253.196,-87.8083,0.676891,6.01687,0.676891,-0.266317,313.974,1,1
163,69,8,6,22.2082,159.506,-1.42564,-0.0926553,0.563364,0.296414,0.136233,1.42865,1.42848,0.138788,0.143848,5.77993,5.77949,0.167315,1.20958,-1.0854,0,0.466556,9.71481,0,-0.000168387,-3.07995e-10,-46.3658,-283.645,0.676891,6.01687,0.676891,-0.266317,313.974,1,1
164,69,9,9,22.2082,862.115,-0.442217,0.763544,0.783157,0.296319,0.0767709,0.882358,0.882274,0.0768919,0.0132945,0.872854,0.863392,-1.78892,-0.228422,-0.3618,0.626656,0.801273,17.0158,0,-0.000168387,-3.07995e-10,-195.745,-29.1451,0.676891,6.01687,0.676891,-0.266317,313.974,1,1
165,70,4,8,131.432,377.584,2.94141,-0.684103,0.461251,0.402149,0.133496,3.01992,3.02006,0.138518,0.294239,5.59171,5.59109,-0.131673,-2.46101,2.8944,-0.626656,-0.286308,30.9487,1,-0.000145609,-2.87201e-10,-76.1789,449.895,0.572391,6.72412,0.572391,0.440933,445.293,1,1
166,70,9,8,131.432,174.687,-0.630226,-3.47202,0.418778,0.494925,0.11665,3.52875,3.52873,0.117084,0.0738931,1.19756,1.19989,4.92147,-3.07112,-0.7236,-3.75993,-0.380633,69.4049,0,-0.000145609,-2.87201e-10,667.634,197.622,0.572391,6.72412,0.572391,0.440933,445.293,1,1
167,71,8,12,29.4067,282.944,-1.25701,-1.82944,0.238118,0.606288,0.149714,2.21967,2.21975,0.149749,0.0123028,0.314301,0.317559,1.47263,0.17972,-0.9045,-1.56664,0.378894,177.543,0,0.000153158,-3.5108e-10,198.466,-285.935,0.527961,5.85955,0.527961,-0.423627,368.493,1,1
168,72,0,9,24.4738,604.686,0.201856,-1.16678,0.616821,0.366745,0.106003,1.18411,1.18408,0.106615,0.0384612,1.85269,1.8614,-4.84248,-1.56959,0.1809,-0.939984,0.932591,35.0768,0,0.000182775,-3.87573e-10,207.589,119.738,0.644991,6.67078,0.644991,0.387603,340.455,1,1
